IPK,Pendapatan_Orang_Tua,Prestasi_Akademik,Prestasi_Non_Akademik,Keikutsertaan_Organisasi,Diterima_Beasiswa
2.98,4.89,3.0,1,2,1.0
3.26,6.44,5.0,5,2,1.0
4.0,12.25,1.0,5,2,1.0
3.39,7.03,2.0,4,3,1.0
3.02,13.26,5.0,2,5,1.0
2.17,8.33,2.0,5,0,1.0
3.49,10.91,1.0,4,1,1.0
3.34,14.06,0.0,4,3,1.0
2.84,11.53,5.0,5,0,1.0
2.63,10.28,3.0,0,0,1.0
2.85,9.04,3.0,0,2,1.0
3.42,7.48,4.0,5,4,1.0
3.3,6.29,1.0,5,3,1.0
3.6,4.27,5.0,2,5,1.0
3.24,1.67,2.0,3,2,1.0
3.46,1.28,2.0,3,4,1.0
3.82,5.35,1.0,1,4,1.0
3.68,5.29,5.0,5,4,1.0
3.05,9.08,4.0,5,2,1.0
3.25,7.79,5.0,2,5,1.0
3.17,7.9,2.0,3,5,1.0
2.02,9.72,5.0,1,4,1.0
3.28,11.96,1.0,3,4,1.0
3.56,1.89,3.0,3,1,1.0
3.46,7.57,0.0,2,4,1.0
2.56,9.5,5.0,2,5,1.0
2.95,4.34,5.0,4,0,1.0
3.07,11.93,5.0,4,1,1.0
4.0,16.3,1.0,4,3,1.0
3.38,6.93,0.0,1,4,1.0
3.37,7.68,1.0,4,3,1.0
3.33,9.29,3.0,2,4,1.0
3.11,4.54,2.0,0,3,1.0
3.45,11.45,1.0,5,5,1.0
2.76,1.88,2.0,5,0,1.0
3.15,12.81,4.0,4,3,1.0
3.66,8.84,2.0,3,0,1.0
3.28,13.72,3.0,0,0,1.0
3.65,4.41,0.0,0,2,1.0
3.34,15.09,2.0,5,1,1.0
3.57,5.22,3.0,1,2,1.0
2.72,10.28,3.0,3,5,1.0
3.53,1.0,2.0,5,4,1.0
3.34,6.35,0.0,1,1,1.0
2.89,13.11,0.0,1,2,1.0
3.08,8.87,2.0,1,5,1.0
3.12,10.49,2.0,3,5,1.0
3.02,11.83,1.0,5,4,1.0
2.83,1.0,4.0,2,2,1.0
3.5,12.67,3.0,4,3,1.0
3.17,10.51,3.0,2,2,1.0
3.23,7.77,4.0,0,1,1.0
3.34,7.58,5.0,3,3,1.0
3.48,10.91,2.0,2,0,1.0
2.68,7.5,2.0,4,2,1.0
2.95,10.16,3.0,1,0,1.0
2.47,1.0,2.0,4,0,1.0
3.91,9.92,3.0,1,0,1.0
3.4,5.53,5.0,0,1,1.0
2.95,1.0,0.0,4,3,1.0
3.33,9.1,0.0,3,3,1.0
2.9,4.87,4.0,0,0,1.0
2.81,5.99,5.0,3,1,1.0
3.36,6.12,5.0,3,2,1.0
3.16,4.06,2.0,5,4,1.0
3.71,8.15,0.0,4,5,1.0
3.02,10.72,3.0,4,3,1.0
3.08,10.8,4.0,0,3,1.0
3.63,4.41,4.0,3,1,1.0
3.42,3.57,0.0,5,5,1.0
3.48,1.0,0.0,0,1,1.0
3.05,5.02,3.0,2,3,1.0
3.59,10.3,1.0,4,1,1.0
2.87,5.29,5.0,1,2,1.0
3.26,12.53,3.0,1,3,1.0
2.97,14.14,3.0,4,5,1.0
2.85,6.73,3.0,4,0,1.0
3.08,13.13,1.0,3,4,1.0
3.49,13.47,4.0,3,2,1.0
2.71,6.78,5.0,4,4,1.0
3.14,3.36,4.0,5,2,1.0
3.14,10.89,3.0,5,3,1.0
3.24,4.7,3.0,5,0,1.0
2.7,10.35,1.0,5,5,1.0
3.54,6.2,3.0,2,5,1.0
2.65,1.81,5.0,0,1,1.0
2.72,5.74,4.0,0,2,1.0
2.83,5.27,4.0,3,3,1.0
3.21,9.8,4.0,5,3,1.0
2.86,2.53,5.0,0,4,1.0
3.19,9.51,2.0,0,4,1.0
3.48,7.0,2.0,0,3,1.0
2.62,8.17,1.0,5,2,1.0
3.44,8.56,1.0,5,0,1.0
3.68,8.05,3.0,0,5,1.0
3.07,5.3,1.0,5,4,1.0
3.35,9.83,4.0,4,4,1.0
3.79,10.0,5.0,4,3,1.0
3.25,9.18,5.0,3,5,1.0
3.05,14.53,1.0,4,3,1.0
3.67,8.31,0.0,1,1,1.0
3.13,15.94,2.0,5,5,1.0
2.85,6.21,2.0,2,2,1.0
3.1,1.0,4.0,4,5,1.0
2.68,8.71,2.0,1,5,1.0
3.62,2.21,0.0,3,5,1.0
2.38,13.84,3.0,2,2,1.0
3.61,10.65,0.0,0,3,1.0
2.87,12.45,3.0,3,4,1.0
3.25,5.75,4.0,2,5,1.0
3.75,11.85,0.0,0,2,1.0
3.57,10.04,0.0,5,2,1.0
3.37,5.63,2.0,3,2,1.0
3.3,9.38,5.0,2,3,1.0
3.38,13.93,1.0,0,0,1.0
3.83,2.05,1.0,1,4,1.0
3.67,12.78,5.0,4,4,1.0
3.35,12.16,5.0,0,5,1.0
2.74,6.43,4.0,3,1,1.0
4.0,8.38,3.0,1,2,1.0
3.5,5.85,0.0,1,0,1.0
2.72,4.25,0.0,0,0,1.0
3.13,2.53,3.0,0,3,1.0
3.47,10.07,1.0,2,2,1.0
2.9,11.72,3.0,5,1,1.0
3.57,8.46,2.0,1,1,1.0
2.84,4.11,3.0,1,2,1.0
3.07,9.3,1.0,0,0,1.0
2.8,10.19,1.0,5,4,1.0
3.53,4.17,4.0,1,5,1.0
3.08,10.83,2.0,4,3,1.0
2.72,3.6,0.0,1,4,1.0
3.57,4.61,4.0,2,4,1.0
3.58,8.59,2.0,4,4,1.0
3.09,7.88,2.0,3,1,1.0
3.71,10.5,1.0,4,4,1.0
3.84,5.76,2.0,1,1,1.0
2.51,4.22,1.0,0,0,1.0
3.69,12.58,5.0,3,0,1.0
2.74,12.69,3.0,5,0,1.0
3.42,7.74,2.0,0,4,1.0
3.3,6.75,0.0,5,5,1.0
3.56,2.44,0.0,1,3,1.0
3.07,10.34,0.0,1,2,1.0
2.87,14.14,1.0,0,3,1.0
3.69,8.66,4.0,0,1,1.0
3.33,8.32,5.0,3,2,1.0
3.2,4.96,4.0,2,0,1.0
4.0,9.49,4.0,0,4,1.0
2.61,7.33,0.0,3,1,1.0
3.38,11.16,5.0,2,4,1.0
3.44,4.14,4.0,0,5,1.0
3.24,5.99,1.0,3,1,1.0
3.17,5.25,5.0,0,4,1.0
3.5,4.79,4.0,3,1,1.0
2.93,11.31,2.0,4,2,1.0
3.29,5.71,1.0,0,5,1.0
3.5,11.15,0.0,2,4,1.0
2.65,16.63,4.0,1,2,1.0
3.15,12.92,1.0,1,1,1.0
3.7,14.05,3.0,4,1,1.0
3.3,7.24,5.0,2,0,1.0
2.97,3.55,0.0,5,2,1.0
3.41,11.43,4.0,0,5,1.0
2.86,11.08,1.0,5,1,1.0
3.19,12.33,1.0,0,3,1.0
3.18,11.47,4.0,3,4,1.0
3.17,8.2,2.0,5,4,1.0
3.05,4.3,3.0,3,4,1.0
3.26,9.56,4.0,2,1,1.0
3.37,9.23,2.0,1,0,1.0
3.33,8.11,3.0,1,5,1.0
2.84,2.78,1.0,2,0,1.0
3.32,15.65,4.0,5,4,1.0
3.65,14.82,3.0,1,1,1.0
3.01,6.39,4.0,4,4,1.0
2.97,9.15,4.0,4,1,1.0
3.08,6.85,0.0,0,5,1.0
3.0,1.0,1.0,2,3,1.0
2.78,8.37,5.0,0,4,1.0
3.09,11.16,2.0,1,4,1.0
3.42,16.94,0.0,3,0,1.0
3.34,1.33,0.0,3,5,1.0
3.04,1.0,2.0,1,3,1.0
3.72,10.07,2.0,3,1,1.0
3.66,10.23,3.0,2,0,1.0
3.0,6.21,5.0,3,2,1.0
3.34,10.05,3.0,3,5,1.0
3.23,5.16,0.0,4,1,1.0
3.12,5.69,3.0,1,2,1.0
3.38,3.49,5.0,4,4,1.0
2.87,3.27,1.0,3,5,1.0
2.63,22.95,0.0,3,0,1.0
2.49,6.53,5.0,3,2,1.0
3.31,6.69,3.0,2,4,1.0
2.68,3.92,5.0,4,0,1.0
3.33,7.87,1.0,0,2,1.0
3.28,7.63,5.0,4,3,1.0
3.15,5.18,0.0,5,1,1.0
3.58,8.78,0.0,0,2,1.0
3.16,13.49,3.0,1,5,1.0
3.29,8.48,5.0,4,3,1.0
2.83,9.69,3.0,2,3,1.0
3.62,12.99,2.0,4,3,1.0
3.6,5.91,2.0,5,5,1.0
3.04,5.8,3.0,3,3,1.0
3.25,9.12,3.0,2,1,1.0
3.17,7.92,4.0,0,1,1.0
3.08,8.05,3.0,4,2,1.0
3.57,8.64,1.0,0,5,1.0
3.03,9.46,2.0,4,3,1.0
3.22,12.84,3.0,4,4,1.0
3.74,10.29,2.0,5,1,1.0
3.38,2.83,3.0,1,4,1.0
3.18,7.76,5.0,2,4,
2.35,15.61,5.0,1,1,1.0
2.91,9.71,2.0,1,4,1.0
3.41,12.64,3.0,0,0,1.0
3.17,9.6,2.0,1,1,1.0
3.52,13.77,4.0,3,1,1.0
3.18,1.0,3.0,5,4,1.0
2.21,7.02,4.0,5,5,1.0
3.33,6.34,4.0,1,0,1.0
3.69,4.53,3.0,4,5,1.0
2.82,11.83,3.0,5,0,1.0
3.03,13.82,3.0,0,4,1.0
3.51,10.09,4.0,4,1,1.0
3.5,8.22,1.0,3,5,1.0
3.08,5.84,2.0,2,4,1.0
3.18,4.21,2.0,2,1,1.0
2.9,10.97,1.0,1,3,1.0
3.41,11.76,0.0,5,5,1.0
3.02,5.28,1.0,3,4,1.0
3.12,9.36,3.0,4,2,1.0
3.55,10.61,5.0,0,3,1.0
3.88,11.58,5.0,1,4,1.0
2.17,12.42,2.0,0,1,1.0
3.29,4.67,5.0,1,4,1.0
2.86,6.29,5.0,1,3,1.0
3.56,6.97,3.0,0,5,1.0
3.41,5.15,1.0,1,3,1.0
2.9,11.55,0.0,4,1,1.0
2.49,6.04,1.0,0,4,1.0
2.86,8.41,0.0,4,2,1.0
3.27,12.87,3.0,4,1,1.0
3.43,13.43,3.0,3,0,1.0
3.71,3.99,3.0,1,1,1.0
3.49,10.01,3.0,4,5,1.0
3.27,7.88,2.0,5,5,1.0
3.02,10.06,1.0,1,2,1.0
3.05,8.73,1.0,0,5,1.0
3.44,3.72,2.0,1,0,1.0
2.66,12.68,1.0,2,3,1.0
3.25,6.79,4.0,4,3,1.0
3.4,6.56,3.0,2,1,1.0
3.42,8.39,0.0,1,0,1.0
3.83,7.78,0.0,1,3,1.0
3.99,8.23,2.0,3,3,1.0
3.48,15.24,2.0,0,3,1.0
3.74,6.43,0.0,3,1,1.0
2.46,3.86,1.0,4,4,1.0
3.29,18.95,5.0,4,2,1.0
3.34,12.69,3.0,4,0,1.0
3.21,11.47,3.0,3,2,1.0
2.49,6.55,2.0,0,1,1.0
3.16,5.73,5.0,1,1,1.0
3.04,8.98,0.0,2,0,1.0
3.25,8.3,3.0,4,3,1.0
4.0,11.96,5.0,5,0,1.0
3.46,1.0,5.0,1,2,1.0
3.93,11.06,2.0,3,2,1.0
2.96,8.82,0.0,5,3,1.0
3.52,13.73,3.0,4,0,1.0
3.84,10.06,2.0,4,5,1.0
2.96,2.49,5.0,4,5,1.0
2.97,13.51,2.0,0,3,1.0
3.06,10.81,5.0,4,4,1.0
3.79,3.36,4.0,4,0,1.0
3.39,8.13,2.0,0,3,1.0
3.32,6.98,0.0,3,4,1.0
3.26,13.21,3.0,5,3,1.0
2.83,7.58,0.0,2,4,1.0
3.04,1.0,2.0,1,5,1.0
3.12,6.18,5.0,2,4,1.0
3.36,3.62,2.0,0,4,1.0
2.85,14.63,1.0,2,4,1.0
3.39,8.81,2.0,5,2,1.0
3.36,11.55,1.0,1,3,1.0
3.09,9.4,4.0,0,4,1.0
3.33,7.03,0.0,2,5,1.0
2.42,2.31,4.0,0,0,1.0
3.49,6.84,1.0,0,4,1.0
3.12,5.24,5.0,3,0,1.0
3.94,6.81,2.0,4,5,1.0
3.18,4.56,3.0,1,1,1.0
3.24,11.46,0.0,3,5,1.0
3.97,17.25,3.0,5,0,1.0
3.15,10.57,4.0,2,4,1.0
3.59,10.4,0.0,4,0,1.0
3.84,4.49,3.0,1,3,1.0
2.72,7.45,1.0,1,2,1.0
3.07,7.68,0.0,0,0,1.0
3.13,8.22,0.0,4,3,1.0
3.54,10.68,5.0,0,2,1.0
3.67,3.96,2.0,1,4,1.0
3.88,5.09,4.0,0,0,1.0
3.42,4.99,5.0,5,3,1.0
3.22,4.66,1.0,2,0,1.0
3.1,8.61,3.0,1,2,1.0
3.1,10.8,2.0,5,2,1.0
3.53,6.26,5.0,1,2,1.0
3.09,14.59,5.0,0,5,1.0
3.23,9.67,1.0,3,5,1.0
2.95,9.53,3.0,1,1,1.0
3.34,8.36,3.0,4,0,1.0
2.9,11.92,4.0,4,1,1.0
3.3,3.93,4.0,0,3,1.0
2.84,6.42,1.0,1,4,1.0
2.99,6.65,1.0,4,0,1.0
3.27,6.53,3.0,1,3,1.0
3.12,17.84,5.0,5,4,1.0
2.5,9.31,2.0,0,2,1.0
2.51,8.47,2.0,5,4,1.0
3.56,5.76,3.0,1,1,1.0
3.27,2.21,0.0,5,0,1.0
2.97,8.48,0.0,4,3,1.0
3.25,4.32,3.0,1,5,1.0
2.25,13.59,0.0,1,4,1.0
3.29,3.48,4.0,2,2,1.0
3.34,7.71,5.0,5,4,1.0
2.99,6.92,1.0,0,5,0.0
3.0,10.35,0.0,3,0,1.0
2.94,5.58,2.0,5,2,1.0
3.05,9.44,5.0,4,4,1.0
3.57,13.2,2.0,2,1,1.0
2.53,11.02,1.0,4,1,1.0
3.32,8.77,0.0,5,5,1.0
2.74,12.05,0.0,4,2,1.0
2.61,5.69,3.0,2,0,1.0
3.27,8.82,0.0,5,0,1.0
3.58,6.95,5.0,5,3,1.0
2.96,6.32,2.0,1,5,1.0
3.57,6.12,5.0,2,0,1.0
3.57,8.08,1.0,2,1,1.0
3.37,3.7,1.0,0,2,1.0
3.22,2.92,4.0,3,1,1.0
3.01,3.11,2.0,5,3,1.0
2.44,9.85,2.0,2,0,1.0
3.09,9.95,1.0,1,2,1.0
3.22,8.45,4.0,4,2,1.0
3.46,9.46,3.0,0,4,1.0
3.27,8.24,5.0,1,0,1.0
3.17,5.66,3.0,1,2,1.0
2.78,3.17,5.0,4,4,1.0
2.97,12.15,0.0,5,4,1.0
3.45,6.14,5.0,5,4,1.0
3.19,9.03,2.0,5,4,1.0
2.96,8.45,2.0,4,1,1.0
3.25,14.58,4.0,5,1,1.0
3.49,9.45,0.0,2,3,1.0
3.09,8.95,2.0,5,4,1.0
2.45,8.65,5.0,4,2,1.0
2.79,4.53,1.0,0,4,1.0
2.65,6.49,2.0,5,5,1.0
3.51,3.42,3.0,1,1,1.0
2.8,12.25,4.0,3,1,1.0
2.85,3.1,0.0,3,3,1.0
2.96,6.89,3.0,4,5,1.0
3.42,9.99,2.0,4,4,1.0
2.83,9.35,0.0,2,0,1.0
2.87,1.0,2.0,2,5,1.0
3.28,13.56,2.0,1,3,1.0
3.49,5.72,4.0,2,0,1.0
3.31,10.24,3.0,3,0,1.0
3.47,10.52,3.0,5,0,1.0
3.41,10.66,1.0,2,3,1.0
3.57,14.06,2.0,2,1,1.0
2.82,11.02,5.0,5,5,1.0
3.27,7.45,1.0,0,2,1.0
3.42,4.85,2.0,0,2,1.0
3.0,11.45,4.0,0,1,1.0
3.34,13.12,2.0,3,5,1.0
2.97,3.07,2.0,4,1,1.0
2.97,10.21,1.0,2,0,1.0
2.96,9.07,4.0,1,5,1.0
3.62,8.29,1.0,4,1,1.0
3.18,13.21,1.0,2,4,1.0
3.25,10.76,0.0,3,3,1.0
3.7,10.47,0.0,3,2,1.0
4.0,9.45,4.0,4,1,1.0
3.38,6.58,5.0,0,5,1.0
2.94,1.0,4.0,0,4,1.0
3.08,2.73,3.0,3,3,1.0
3.38,10.97,1.0,3,2,1.0
3.07,13.0,0.0,2,0,1.0
3.48,6.42,1.0,4,2,1.0
3.42,1.0,5.0,1,5,1.0
2.54,8.92,1.0,1,3,1.0
3.44,2.6,4.0,5,4,1.0
3.25,8.05,2.0,3,2,1.0
2.86,7.95,3.0,4,4,1.0
2.86,9.27,2.0,5,4,1.0
3.19,8.16,3.0,4,2,1.0
2.74,10.51,5.0,0,2,1.0
3.03,11.74,4.0,0,1,1.0
3.0,13.61,4.0,1,2,1.0
2.75,11.05,1.0,2,4,1.0
3.11,11.47,4.0,4,4,1.0
3.08,10.29,3.0,4,3,1.0
3.74,2.49,1.0,5,4,1.0
3.47,2.86,2.0,3,1,1.0
3.25,11.7,4.0,5,1,1.0
2.93,11.77,1.0,0,0,1.0
3.52,4.84,0.0,5,1,1.0
3.52,11.0,5.0,2,1,1.0
3.12,6.39,2.0,1,5,1.0
2.65,3.99,3.0,5,5,1.0
3.11,7.33,0.0,5,4,1.0
2.97,12.34,3.0,5,1,1.0
2.97,12.34,3.0,5,1,1.0
2.87,8.08,4.0,0,4,1.0
4.0,9.42,4.0,3,4,1.0
3.9,3.43,2.0,5,3,1.0
2.95,7.95,3.0,4,4,1.0
2.77,3.69,4.0,5,3,1.0
3.11,6.07,3.0,3,3,1.0
3.32,7.47,1.0,0,4,1.0
2.72,1.71,0.0,4,3,1.0
2.38,6.2,0.0,0,5,1.0
3.33,8.44,4.0,3,4,1.0
3.95,7.96,5.0,3,1,1.0
3.84,5.53,5.0,4,0,1.0
2.86,3.5,0.0,5,4,1.0
2.88,9.76,4.0,1,3,1.0
2.73,6.0,5.0,3,5,1.0
3.33,6.66,3.0,1,0,1.0
2.74,1.0,0.0,2,5,1.0
2.65,7.98,0.0,5,4,1.0
3.93,1.5,0.0,1,3,1.0
3.09,5.29,3.0,4,5,1.0
3.44,3.66,0.0,3,4,1.0
3.0,7.29,2.0,1,1,1.0
3.04,9.56,3.0,0,5,1.0
2.86,4.63,3.0,5,4,1.0
2.77,1.0,3.0,3,4,1.0
2.8,10.18,1.0,3,4,1.0
3.48,4.13,2.0,5,3,1.0
2.91,15.91,3.0,2,5,1.0
3.11,2.17,5.0,5,1,1.0
3.7,9.41,4.0,5,5,1.0
3.93,5.65,4.0,3,3,1.0
2.8,12.22,2.0,5,3,1.0
3.41,12.09,4.0,4,4,1.0
3.63,3.12,4.0,1,4,1.0
2.53,2.7,2.0,3,5,1.0
2.58,9.85,5.0,5,4,1.0
3.45,5.61,5.0,5,2,1.0
3.27,9.12,5.0,3,2,1.0
3.24,11.1,4.0,4,5,1.0
3.04,15.08,2.0,4,4,1.0
2.56,6.83,3.0,1,5,1.0
2.63,4.84,0.0,5,1,1.0
3.46,8.37,3.0,5,4,1.0
3.27,6.91,5.0,1,5,1.0
2.58,1.21,0.0,4,5,1.0
2.75,9.09,3.0,5,3,1.0
3.21,2.25,0.0,3,5,1.0
3.21,10.14,5.0,4,2,1.0
2.92,4.61,4.0,0,2,1.0
3.63,3.85,4.0,1,5,1.0
3.04,2.42,0.0,1,4,1.0
2.79,10.03,2.0,5,4,1.0
3.85,1.03,3.0,0,1,1.0
3.08,5.45,0.0,0,2,1.0
3.3,1.0,1.0,1,1,1.0
3.1,12.32,2.0,4,4,1.0
3.21,6.4,2.0,4,2,1.0
3.31,8.05,5.0,5,3,1.0
3.18,15.84,5.0,1,3,1.0
3.04,13.49,4.0,1,5,1.0
3.77,6.34,3.0,0,0,1.0
2.98,3.17,5.0,1,0,1.0
3.68,11.33,1.0,2,0,1.0
2.84,1.67,4.0,2,1,1.0
3.05,7.01,1.0,3,0,1.0
3.16,2.31,1.0,0,2,1.0
2.75,17.44,4.0,0,4,1.0
3.22,6.64,4.0,3,5,1.0
3.08,11.36,5.0,2,5,1.0
3.77,8.5,5.0,4,0,1.0
3.67,7.63,1.0,0,1,1.0
2.51,1.0,3.0,1,5,1.0
2.61,9.14,3.0,2,2,1.0
2.76,7.49,1.0,1,2,1.0
3.22,16.46,5.0,5,5,1.0
2.57,4.66,0.0,3,5,1.0
3.13,5.52,4.0,4,1,1.0
2.66,3.35,3.0,3,3,1.0
3.67,1.83,1.0,4,3,1.0
3.87,6.59,3.0,3,3,1.0
3.43,6.44,4.0,2,4,1.0
3.21,10.58,1.0,4,2,1.0
2.6,1.59,5.0,0,2,1.0
3.21,13.11,2.0,1,0,1.0
3.07,4.08,1.0,3,5,1.0
2.95,11.1,2.0,4,3,1.0
2.68,12.98,4.0,2,2,1.0
2.62,2.8,5.0,0,3,1.0
2.98,3.6,5.0,0,1,1.0
3.36,17.88,2.0,1,2,1.0
3.7,4.88,5.0,5,4,1.0
3.26,14.38,2.0,0,2,1.0
2.5,12.81,3.0,1,4,1.0
2.49,5.04,5.0,2,0,1.0
3.22,7.89,4.0,3,4,1.0
3.34,1.0,0.0,4,1,1.0
3.48,2.0,2.0,0,2,1.0
3.03,10.76,1.0,0,5,1.0
3.07,6.95,1.0,0,0,1.0
2.88,6.69,0.0,2,2,1.0
2.99,13.6,0.0,0,4,1.0
3.52,6.99,3.0,3,0,1.0
3.57,3.31,1.0,1,3,1.0
2.79,8.77,4.0,0,4,1.0
2.69,7.57,4.0,5,1,1.0
2.99,3.59,2.0,4,3,1.0
3.44,1.0,0.0,0,3,1.0
3.22,6.66,1.0,2,0,1.0
3.24,8.18,2.0,0,4,1.0
2.92,6.01,2.0,2,1,1.0
3.08,13.38,3.0,0,2,1.0
4.0,1.58,3.0,1,4,1.0
3.66,10.54,0.0,3,0,1.0
3.89,13.19,1.0,1,1,1.0
2.78,5.46,1.0,2,0,1.0
2.79,11.55,4.0,1,4,1.0
3.85,14.76,3.0,1,4,1.0
2.94,12.94,2.0,0,2,1.0
3.31,9.68,5.0,4,3,1.0
3.39,12.94,1.0,3,1,1.0
3.38,5.57,5.0,5,3,1.0
3.07,1.0,1.0,2,1,1.0
2.81,9.66,1.0,5,3,1.0
3.31,5.22,5.0,4,3,1.0
3.35,12.69,1.0,5,2,1.0
3.94,1.0,1.0,5,2,1.0
2.47,8.48,2.0,4,5,1.0
3.27,10.81,2.0,2,4,1.0
3.75,1.81,4.0,2,3,1.0
3.07,8.07,1.0,5,1,1.0
3.39,8.56,0.0,1,2,1.0
3.2,5.67,2.0,1,5,1.0
3.38,2.18,0.0,5,4,1.0
3.27,9.11,1.0,3,3,1.0
3.15,6.39,1.0,1,3,1.0
3.4,6.62,0.0,1,2,1.0
2.61,10.58,3.0,3,5,1.0
3.43,2.71,0.0,4,1,1.0
2.56,15.09,5.0,1,1,1.0
3.22,3.1,0.0,5,3,1.0
2.86,13.94,5.0,5,2,1.0
3.31,14.5,2.0,1,4,1.0
3.11,14.91,5.0,3,3,1.0
3.24,10.47,1.0,0,5,1.0
3.14,10.6,2.0,1,2,1.0
3.5,6.4,0.0,1,0,1.0
3.3,9.8,4.0,2,2,1.0
3.5,7.91,5.0,2,5,1.0
2.86,7.18,0.0,3,5,1.0
3.18,12.23,2.0,4,2,1.0
2.51,4.6,5.0,4,0,1.0
2.5,8.54,2.0,3,1,1.0
3.1,1.12,2.0,5,5,1.0
3.2,4.05,1.0,5,4,1.0
2.7,5.95,2.0,4,5,1.0
3.23,10.63,5.0,4,5,1.0
2.9,10.37,4.0,5,0,1.0
3.58,7.34,3.0,4,2,1.0
3.55,9.16,5.0,1,1,1.0
3.33,1.0,3.0,5,2,1.0
3.48,5.25,3.0,3,5,1.0
2.84,12.82,5.0,5,4,1.0
2.91,5.56,2.0,2,1,1.0
2.86,8.68,5.0,2,0,1.0
3.53,11.72,2.0,4,2,1.0
2.56,5.78,2.0,5,3,1.0
3.55,1.68,1.0,2,0,1.0
3.07,11.21,3.0,1,0,1.0
3.34,4.92,0.0,3,5,1.0
3.4,7.58,0.0,5,1,1.0
3.69,7.86,5.0,4,0,1.0
2.98,6.96,4.0,4,4,1.0
3.56,12.5,2.0,1,4,1.0
3.62,6.38,3.0,1,1,1.0
2.88,2.78,1.0,0,5,1.0
3.01,2.55,0.0,2,5,1.0
3.36,18.54,0.0,0,2,1.0
3.01,11.9,0.0,2,1,1.0
3.56,10.37,5.0,3,4,1.0
2.91,14.95,0.0,3,1,1.0
3.69,3.14,3.0,4,1,1.0
3.31,5.89,3.0,1,1,1.0
2.63,9.68,2.0,4,1,1.0
3.7,2.12,4.0,0,1,1.0
3.32,1.0,0.0,2,2,1.0
2.3,4.35,4.0,0,1,1.0
3.67,5.67,2.0,4,4,1.0
3.78,5.51,0.0,3,0,1.0
2.6,12.69,3.0,3,5,1.0
2.87,17.04,5.0,1,1,1.0
3.45,1.0,4.0,3,1,1.0
3.59,12.36,0.0,2,2,1.0
3.76,13.49,4.0,3,5,1.0
4.0,14.39,3.0,4,2,1.0
3.51,12.28,4.0,0,3,1.0
2.88,8.75,5.0,5,5,1.0
3.07,6.37,3.0,2,2,1.0
3.07,5.92,4.0,0,5,1.0
2.95,10.8,2.0,2,1,1.0
2.72,4.56,1.0,5,2,1.0
3.06,7.98,4.0,5,0,1.0
3.46,15.44,5.0,3,0,1.0
2.48,12.75,1.0,0,1,1.0
3.41,8.1,4.0,0,1,1.0
3.09,9.18,0.0,3,1,1.0
2.74,5.05,2.0,3,1,1.0
4.0,13.21,4.0,4,1,1.0
3.57,11.28,4.0,5,5,1.0
2.93,11.75,5.0,3,4,1.0
2.81,14.04,3.0,5,1,1.0
3.13,3.4,1.0,4,2,1.0
3.3,6.18,1.0,1,0,1.0
3.06,8.15,1.0,3,1,1.0
3.12,5.02,0.0,2,2,1.0
3.51,15.91,5.0,1,3,1.0
3.35,11.38,4.0,4,3,1.0
2.6,8.51,4.0,0,1,1.0
3.19,1.0,2.0,2,2,1.0
3.47,5.77,4.0,1,1,1.0
3.41,7.21,3.0,1,2,1.0
4.0,8.3,4.0,3,1,1.0
3.45,11.26,0.0,5,0,1.0
3.17,11.65,0.0,0,4,1.0
3.67,9.84,3.0,3,4,1.0
3.59,11.69,1.0,1,4,1.0
3.09,3.79,3.0,1,1,1.0
2.87,9.98,1.0,1,2,1.0
3.36,18.13,1.0,0,4,1.0
2.6,18.6,3.0,1,2,1.0
3.34,6.79,5.0,0,0,1.0
2.75,18.44,1.0,5,4,1.0
3.1,6.0,2.0,4,4,1.0
2.98,5.71,5.0,4,3,1.0
3.46,9.9,0.0,2,3,1.0
2.92,2.46,5.0,3,2,1.0
3.07,6.4,1.0,3,4,1.0
3.33,8.75,5.0,4,4,1.0
3.5,8.93,5.0,2,1,1.0
3.47,9.1,4.0,0,0,1.0
3.78,8.59,1.0,0,2,1.0
2.81,14.12,1.0,4,1,1.0
3.1,1.9,4.0,2,1,1.0
3.31,8.79,0.0,3,0,1.0
3.29,2.46,2.0,3,5,1.0
2.93,14.97,4.0,5,3,1.0
2.85,1.0,4.0,0,2,1.0
3.08,9.83,1.0,1,4,1.0
2.64,5.45,5.0,4,5,1.0
3.92,10.6,4.0,5,2,1.0
3.5,4.32,2.0,5,4,1.0
3.95,1.93,0.0,4,2,1.0
3.49,6.29,4.0,5,2,1.0
3.37,5.44,1.0,4,5,1.0
3.1,10.62,1.0,1,4,1.0
2.7,5.05,3.0,4,0,1.0
3.72,6.49,4.0,0,5,1.0
3.03,5.03,3.0,4,3,1.0
3.74,5.24,2.0,2,4,1.0
3.23,4.39,2.0,2,2,1.0
2.87,11.75,1.0,5,0,1.0
3.34,4.25,5.0,4,3,1.0
3.2,7.75,4.0,1,3,1.0
2.49,9.55,1.0,2,2,1.0
3.22,11.49,1.0,5,0,1.0
3.23,8.34,5.0,5,0,1.0
2.28,4.56,0.0,1,4,1.0
3.57,3.0,2.0,0,5,1.0
2.95,9.21,1.0,1,1,1.0
2.83,6.42,3.0,0,5,1.0
3.05,4.37,4.0,5,3,1.0
2.91,7.82,3.0,0,5,1.0
3.41,3.97,4.0,1,4,1.0
2.57,10.22,1.0,1,2,1.0
2.86,7.79,4.0,5,5,1.0
3.18,6.13,4.0,3,1,1.0
2.51,6.09,0.0,5,0,1.0
